code_module,code_presentation,id_student,gender,highest_education,age_band,num_previous_attempts,disability_status,final_result,risk_label,lms_clicks_7d,lms_clicks_14d,lms_clicks_30d,lms_unique_resources_7d,days_since_last_lms_activity,lms_7d_vs_14d_percent_change,engagement_acceleration,assessment_submission_rate,weighted_assessment_score,late_submission_count,total_assessments_completed,assessment_score_trend
EEE,2013J,597573,M,A Level or Equivalent,35-55,0,Y,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,39.84,3.0,4.0,-1.0
EEE,2013J,597948,M,HE Qualification,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,89.6,0.0,4.0,2.0
EEE,2013J,598028,M,HE Qualification,0-35,0,N,Pass,0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.8,83.08,0.0,4.0,-5.0
EEE,2013J,598074,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,87.56,0.0,4.0,-11.0
EEE,2013J,598321,M,HE Qualification,35-55,0,N,Pass,0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.8,92.88,0.0,4.0,-1.0
EEE,2013J,598547,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,598662,F,A Level or Equivalent,0-35,0,N,Pass,0,0.0,1.0,7.0,0.0,8.0,-1.0,-1.0,0.8,94.36,0.0,4.0,-8.0
EEE,2013J,598809,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.4,27.84,1.0,2.0,24.0
EEE,2013J,598819,M,HE Qualification,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.2,15.04,0.0,1.0,0.0
EEE,2013J,598821,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,598924,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,598963,M,HE Qualification,35-55,0,N,Distinction,0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,0.8,90.72,0.0,4.0,2.0
EEE,2013J,598973,M,A Level or Equivalent,0-35,0,Y,Distinction,0,13.0,13.0,13.0,3.0,5.0,1.0,13.0,0.8,96.0,0.0,4.0,4.0
EEE,2013J,599176,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,0.8,82.12,0.0,4.0,-22.0
EEE,2013J,599263,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,599284,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.4,26.4,1.0,2.0,0.0
EEE,2013J,599452,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.8,53.8,2.0,4.0,-57.0
EEE,2013J,599478,F,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,17.0,0.0,21.0,0.0,0.0,0.8,73.64,2.0,4.0,4.0
EEE,2013J,599479,M,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.8,69.28,2.0,4.0,2.0
EEE,2013J,599520,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,599542,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.6,63.120000000000005,0.0,3.0,6.0
EEE,2013J,599547,M,A Level or Equivalent,0-35,0,Y,Withdrawn,1,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,599588,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.2,13.76,0.0,1.0,0.0
EEE,2013J,599768,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,2.0,4.0,0.0,7.0,-1.0,-2.0,0.8,79.52,0.0,4.0,-37.0
EEE,2013J,599893,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.4,41.480000000000004,2.0,2.0,2.0
EEE,2013J,599902,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.8,86.84,1.0,4.0,8.0
EEE,2013J,599942,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.6,35.56,1.0,3.0,-38.0
EEE,2013J,599958,F,HE Qualification,0-35,0,N,Distinction,0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.8,93.2,0.0,4.0,-5.0
EEE,2013J,599982,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,600071,M,Post Graduate Qualification,35-55,0,N,Pass,0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.8,73.32000000000001,0.0,4.0,-13.0
EEE,2013J,600077,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,600127,M,A Level or Equivalent,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.2,10.56,0.0,1.0,0.0
EEE,2013J,600142,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,6.0,6.0,0.0,7.0,-1.0,-6.0,0.8,51.559999999999995,3.0,4.0,3.0
EEE,2013J,600187,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8,85.32,1.0,4.0,-9.0
EEE,2013J,600198,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,92.48,0.0,4.0,-1.0
EEE,2013J,600335,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,1.0,1.0,0.0,7.0,-1.0,-1.0,0.8,82.6,0.0,4.0,4.0
EEE,2013J,600350,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,14.0,24.0,0.0,7.0,-1.0,-14.0,0.8,90.88,0.0,4.0,-2.0
EEE,2013J,600509,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.8,73.67999999999999,1.0,4.0,-31.0
EEE,2013J,600547,M,A Level or Equivalent,35-55,0,N,Pass,0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,0.6,67.0,0.0,3.0,8.0
EEE,2013J,600623,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,600816,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.2,12.32,0.0,1.0,0.0
EEE,2013J,600869,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.6,50.12,2.0,3.0,-26.0
EEE,2013J,600916,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.6,49.84,1.0,3.0,-43.0
EEE,2013J,600938,M,HE Qualification,0-35,0,N,Pass,0,4.0,4.0,18.0,2.0,1.0,1.0,4.0,0.8,69.84,0.0,4.0,-17.0
EEE,2013J,600945,M,A Level or Equivalent,0-35,0,N,Pass,0,12.0,15.0,42.0,3.0,1.0,3.0,9.0,0.8,96.76,0.0,4.0,-7.0
EEE,2013J,600978,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601054,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601157,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601175,M,A Level or Equivalent,0-35,0,N,Pass,0,19.0,39.0,41.0,5.0,1.0,-0.05,-1.0,0.8,78.84,2.0,4.0,-9.0
EEE,2013J,601182,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,2.0,7.0,0.0,11.0,-1.0,-2.0,0.8,91.4,1.0,4.0,2.0
EEE,2013J,601223,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601224,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,24.0,0.0,15.0,0.0,0.0,0.8,90.16,0.0,4.0,-13.0
EEE,2013J,601248,M,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601370,F,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,601407,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.2,2.24,1.0,1.0,0.0
EEE,2013J,601433,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.6,45.16,0.0,3.0,21.0
EEE,2013J,601653,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,3.0,0.0,22.0,0.0,0.0,0.8,65.52,1.0,4.0,-12.0
EEE,2013J,601757,M,HE Qualification,35-55,0,N,Distinction,0,8.0,27.0,75.0,2.0,5.0,-0.5789473684210527,-11.0,0.8,96.2,0.0,4.0,-3.0
EEE,2013J,601827,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.8,66.67999999999999,1.0,4.0,-42.0
EEE,2013J,601873,M,HE Qualification,0-35,0,N,Pass,0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,0.8,85.2,3.0,4.0,-18.0
EEE,2013J,602007,M,Post Graduate Qualification,0-35,0,N,Pass,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,95.6,0.0,4.0,8.0
EEE,2013J,602037,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,602133,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,5.0,16.0,0.0,7.0,-1.0,-5.0,0.8,85.88,0.0,4.0,-2.0
EEE,2013J,602233,M,HE Qualification,0-35,0,N,Pass,0,15.0,15.0,45.0,3.0,1.0,1.0,15.0,0.8,93.4,0.0,4.0,13.0
EEE,2013J,602244,M,HE Qualification,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,602268,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,2.0,3.0,0.0,7.0,-1.0,-2.0,0.8,87.36,1.0,4.0,-6.0
EEE,2013J,602269,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.8,78.88,2.0,4.0,-29.0
EEE,2013J,602275,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,18.0,33.0,0.0,7.0,-1.0,-18.0,0.8,84.16,1.0,4.0,-7.0
EEE,2013J,602288,M,A Level or Equivalent,0-35,0,N,Pass,0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.8,85.92,0.0,4.0,1.0
EEE,2013J,602389,F,A Level or Equivalent,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,49.8,2.0,4.0,-15.0
EEE,2013J,602398,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.6,66.36,0.0,3.0,-9.0
EEE,2013J,602424,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,0.8,70.88,0.0,4.0,-18.0
EEE,2013J,602659,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,602663,M,Lower Than A Level,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8,86.03999999999999,0.0,4.0,-5.0
EEE,2013J,602703,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,92.28,0.0,4.0,-6.0
EEE,2013J,602718,M,Post Graduate Qualification,0-35,0,N,Pass,0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.8,89.52,1.0,4.0,-4.0
EEE,2013J,602816,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.2,10.24,0.0,1.0,0.0
EEE,2013J,602827,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,7.0,34.0,0.0,8.0,-1.0,-7.0,0.8,92.12,0.0,4.0,4.0
EEE,2013J,602944,M,A Level or Equivalent,0-35,0,Y,Fail,1,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,603053,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,603222,M,Lower Than A Level,0-35,0,N,Pass,0,3.0,7.0,7.0,2.0,2.0,-0.25,-1.0,0.8,86.48,1.0,4.0,-17.0
EEE,2013J,603309,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.8,83.12,2.0,4.0,-13.0
EEE,2013J,603357,M,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,603455,M,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,91.60000000000001,0.0,4.0,-1.0
EEE,2013J,603477,M,HE Qualification,0-35,0,N,Pass,0,7.0,8.0,21.0,2.0,1.0,6.0,6.0,0.8,85.4,0.0,4.0,5.0
EEE,2013J,603503,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.8,85.4,0.0,4.0,-12.0
EEE,2013J,603565,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.6,43.0,2.0,3.0,-6.0
EEE,2013J,603639,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.8,88.6,0.0,4.0,-13.0
EEE,2013J,604050,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,74.72,1.0,4.0,-48.0
EEE,2013J,604378,F,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,91.92,0.0,4.0,3.0
EEE,2013J,604393,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.8,87.52,0.0,4.0,-1.0
EEE,2013J,604517,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.8,82.8,0.0,4.0,-10.0
EEE,2013J,604685,M,A Level or Equivalent,35-55,0,N,Pass,0,0.0,3.0,23.0,0.0,13.0,-1.0,-3.0,0.8,89.28,0.0,4.0,1.0
EEE,2013J,604875,M,A Level or Equivalent,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,604906,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.8,73.96,1.0,4.0,-40.0
EEE,2013J,605111,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,14.0,0.0,25.0,0.0,0.0,0.8,83.24,0.0,4.0,-16.0
EEE,2013J,605180,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.8,80.96000000000001,0.0,4.0,11.0
EEE,2013J,605262,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,605264,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.8,77.16,1.0,4.0,-18.0
EEE,2013J,605361,M,Lower Than A Level,0-35,0,N,Distinction,0,1.0,4.0,6.0,1.0,3.0,-0.6666666666666666,-2.0,0.8,89.32,1.0,4.0,-16.0
EEE,2013J,605480,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.4,34.68,0.0,2.0,17.0
EEE,2013J,605545,M,Post Graduate Qualification,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.4,37.2,0.0,2.0,26.0
EEE,2013J,605587,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.2,12.64,0.0,1.0,0.0
EEE,2013J,605908,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.4,32.44,0.0,2.0,-2.0
EEE,2013J,605926,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,606047,F,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8,91.12,0.0,4.0,7.0
EEE,2013J,606190,M,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,606206,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,12.0,20.0,0.0,7.0,-1.0,-12.0,0.8,90.52,0.0,4.0,-7.0
EEE,2013J,606303,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,606373,M,HE Qualification,35-55,0,N,Pass,0,18.0,18.0,35.0,4.0,1.0,1.0,18.0,0.8,75.56,1.0,4.0,-3.0
EEE,2013J,606606,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,606724,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.8,92.16,0.0,4.0,-7.0
EEE,2013J,606743,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,0.8,53.480000000000004,3.0,4.0,-13.0
EEE,2013J,606918,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,3.0,9.0,0.0,10.0,-1.0,-3.0,0.8,87.36,0.0,4.0,-12.0
EEE,2013J,607060,F,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.2,7.04,1.0,1.0,0.0
EEE,2013J,607085,M,A Level or Equivalent,0-35,0,N,Pass,0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.8,80.75999999999999,0.0,4.0,-34.0
EEE,2013J,607143,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,8.0,21.0,0.0,9.0,-1.0,-8.0,0.8,82.84,0.0,4.0,-3.0
EEE,2013J,607178,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.8,81.4,1.0,4.0,-7.0
EEE,2013J,607442,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,607600,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,8.0,15.0,0.0,8.0,-1.0,-8.0,0.8,87.6,0.0,4.0,-11.0
EEE,2013J,607609,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.2,11.2,0.0,1.0,0.0
EEE,2013J,607636,M,A Level or Equivalent,0-35,0,N,Pass,0,5.0,6.0,6.0,3.0,6.0,4.0,4.0,0.8,88.08,0.0,4.0,-8.0
EEE,2013J,607814,F,A Level or Equivalent,35-55,0,N,Fail,1,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.4,33.16,2.0,2.0,-1.0
EEE,2013J,607835,M,A Level or Equivalent,0-35,0,N,Pass,0,6.0,6.0,12.0,2.0,1.0,1.0,6.0,0.8,89.96000000000001,0.0,4.0,1.0
EEE,2013J,607883,M,Lower Than A Level,35-55,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,607947,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.8,94.32,0.0,4.0,3.0
EEE,2013J,608024,F,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.8,74.96000000000001,0.0,4.0,-21.0
EEE,2013J,608130,M,Lower Than A Level,35-55,0,N,Pass,0,26.0,26.0,81.0,18.0,1.0,1.0,26.0,0.8,64.36,1.0,4.0,-24.0
EEE,2013J,608243,M,A Level or Equivalent,0-35,0,N,Distinction,0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.8,98.64,0.0,4.0,5.0
EEE,2013J,608459,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.6,50.68,0.0,3.0,-8.0
EEE,2013J,608472,M,Lower Than A Level,0-35,0,N,Pass,0,5.0,7.0,9.0,3.0,1.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,608504,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.8,85.64,0.0,4.0,-32.0
EEE,2013J,608591,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,608669,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,608744,M,A Level or Equivalent,0-35,0,Y,Pass,0,8.0,11.0,55.0,3.0,2.0,1.6666666666666667,5.0,0.8,78.03999999999999,0.0,4.0,-19.0
EEE,2013J,608884,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.8,49.64,2.0,4.0,-31.0
EEE,2013J,608967,M,Lower Than A Level,0-35,0,Y,Fail,1,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,609025,M,Lower Than A Level,35-55,0,N,Pass,0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.8,95.52000000000001,0.0,4.0,4.0
EEE,2013J,609192,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,69.96,0.0,4.0,-28.0
EEE,2013J,609490,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,609527,M,HE Qualification,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,94.68,0.0,4.0,-12.0
EEE,2013J,609583,M,A Level or Equivalent,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.2,12.8,1.0,1.0,0.0
EEE,2013J,609682,M,HE Qualification,0-35,0,N,Pass,0,3.0,7.0,16.0,2.0,5.0,-0.25,-1.0,0.8,82.72,1.0,4.0,4.0
EEE,2013J,609748,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.2,12.8,0.0,1.0,0.0
EEE,2013J,610025,M,HE Qualification,0-35,0,N,Pass,0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.8,75.80000000000001,0.0,4.0,-34.0
EEE,2013J,610143,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,610158,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,7.0,0.0,22.0,0.0,0.0,0.8,70.12,3.0,4.0,-28.0
EEE,2013J,610188,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.8,92.12,0.0,4.0,-12.0
EEE,2013J,610453,M,Lower Than A Level,35-55,0,N,Pass,0,16.0,37.0,86.0,3.0,2.0,-0.23809523809523808,-5.0,0.8,92.72,0.0,4.0,9.0
EEE,2013J,610503,M,A Level or Equivalent,0-35,0,N,Pass,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.8,74.16,1.0,4.0,-16.0
EEE,2013J,610549,M,A Level or Equivalent,35-55,0,N,Pass,0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.8,81.16,0.0,4.0,-11.0
EEE,2013J,610575,M,HE Qualification,0-35,0,N,Pass,0,11.0,11.0,24.0,2.0,1.0,1.0,11.0,0.8,98.68,1.0,4.0,3.0
EEE,2013J,610695,M,Lower Than A Level,0-35,0,N,Withdrawn,1,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,610855,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.8,81.24,0.0,4.0,-4.0
EEE,2013J,610873,M,Lower Than A Level,0-35,0,N,Pass,0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.8,79.88,1.0,4.0,1.0
EEE,2013J,610888,M,Lower Than A Level,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.4,27.759999999999998,0.0,2.0,-14.0
EEE,2013J,610979,M,A Level or Equivalent,0-35,0,N,Fail,1,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.4,29.479999999999997,0.0,2.0,11.0
EEE,2013J,611033,M,Post Graduate Qualification,35-55,0,N,Distinction,0,2.0,10.0,15.0,2.0,5.0,-0.75,-6.0,0.8,87.47999999999999,2.0,4.0,0.0
EEE,2013J,611049,M,A Level or Equivalent,0-35,0,N,Distinction,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.8,90.44,2.0,4.0,11.0
